Id,SalePrice
2005,110526.45526570303
2908,133283.1212870985
1814,243977.70565493277
2446,458031.5817454915
208,149874.255041113
1679,110867.35375294008
822,342547.8811115598
6,187070.68816222379
1781,412402.2136761729
2397,291474.06962703157
2340,286315.7206845513
1618,162318.71586551203
2843,144876.78538253543
1061,353576.9645956586
2786,106243.80476562178
1935,131917.60474963195
1341,114846.71137966996
521,256087.54910024477
2136,118787.12286907632
996,211152.4839765312
227,149106.07987916714
135,172504.60631406272
1167,172339.27338288713
294,236845.6973993465
1776,197705.4196988059
540,181894.5324287141
1717,232233.54479444923
2303,114003.27781164448
116,209476.51677661866
127,120007.86224767391
1371,128473.28881354269
1014,174862.40311903425
1507,89882.6693365589
702,146378.67486780987
750,151815.87238594668
261,143604.72509896604
1559,57770.88360183721
577,220263.08826830552
2812,201933.6241497075
2080,161321.06700518855
1368,119222.46783590724
2376,121332.69665617088
659,93406.12628457916
1235,121364.49141062552
332,75070.54125784372
1917,150261.81384145666
2094,238396.5388010539
1460,272668.0421585274
1471,216990.90543203836
1509,118032.1806021136
1922,127068.54758130887
433,493229.8802812401
460,307606.55953866325
1116,252481.2445832895
1137,186932.16344196012
53,167295.3394373547
2354,260977.5538903171
1475,190221.44540794461
1761,498577.6009724551
842,148249.22400030761
2739,168794.5140209495
2509,165317.73157454364
1007,207396.0679042664
2610,193159.10646599822
1952,67255.24439594185
2719,197168.11884393182
2921,88204.87732607487
1966,141221.50549730298
292,126525.42454245861
1204,207141.9757619641
1829,244055.4537935605
2419,182866.76957698318
391,150800.64394493017
798,112896.21041953086
481,202828.1782116954
193,217674.43170232966
555,105015.65812534664
899,63273.12641305674
2357,187097.44878107926
328,132367.8197839636
1356,117134.8154451059
1154,101979.74550048646
1730,174190.7927686394
2249,150491.92968021112
1119,266111.6587281405
2856,139659.52033844113
1394,135346.90984770085
2587,116833.23925467872
61,289770.2296309582
2661,193816.04345073726
2711,122098.64157160779
1147,184532.85525446816
757,136427.06197513465
2623,73132.56912855722
2378,152143.37685569108
1413,136018.77759644587
1722,232499.08049181604
1112,204709.3516301586
1623,204615.8714565161
1201,192537.3235539851
1513,120980.549705563
957,267340.70487461926
1171,270091.2288719445
1145,203826.9146399923
2726,239861.57094805932
703,160387.5754373552
760,88707.12421400787
1964,138255.4817300298
2512,185268.58765303704
159,171595.6784494439
1281,185961.1666160907
468,175414.36621433857
290,110277.73743873707
665,93490.52496770944
1463,261962.37669858022
1792,221412.29244663042
923,141231.68779505708
500,289520.054570763
1408,199146.67729116476
331,58996.53523634176
170,157744.3726370501
2192,85167.75571361196
2571,316735.67994648695
2314,176236.7617945919
2647,74060.99024153
422,451533.12043190247
2457,346398.03204507974
1838,200492.59448054072
2805,243059.46847712633
1645,155735.87345706357
1711,292064.45250335254
2825,245219.71428912308
322,331334.68100860424
2103,255810.16857664695
342,123117.0872151932
600,104765.63980745582
488,181040.66544541798
1725,337803.6083337107
2246,284379.41878606856
2847,178927.8109982583
806,251134.5567750862
530,230269.90160561132
963,200041.11107298138
2678,71171.32669880649
171,79677.94294190023
2401,452157.7931148651
805,225244.577973005
2259,255047.55333179107
1748,178803.26349579648
1361,139911.30692150898
1677,130852.42359127791
1406,156432.57516102435
2322,219787.4762157643
688,168618.1589440297
143,149171.69029942562
804,204387.491212102
1214,169890.59274089697
2828,159110.72844738502
1999,221362.606896344
2467,194679.6924463563
2665,166179.89346002543
1538,338365.11814349366
398,107659.67669943941
2822,142013.41406449617
2157,157284.3687110386
1856,187973.13726049394
1269,86756.87219955435
2570,122870.87411499384
2320,235954.83799823571
1517,125998.06284588447
2304,117704.92047042807
1312,88219.21809885709
2012,132334.08259122714
506,223836.22498351044
2865,191079.56474648218
2367,117631.50859091792
554,90404.29501845886
238,136986.35107395693
1954,86078.05751243944
2488,148297.26444533013
2291,85192.86675259809
1969,82679.35789734207
2725,178475.02960774547
1482,163387.5976052807
2763,207687.3354322972
503,252191.62039980234
1584,242421.6965903131
1531,145729.8079722213
2210,177629.9527411427
459,358009.85911933624
556,123351.47768868029
1347,149045.90891105437
1290,65516.46325446584
1388,98879.83486931643
1571,211006.82719251898
2754,201769.48690719914
765,146551.9163093291
2494,121476.7419760077
2870,225871.21838170022
7,223237.27117051592
1114,243471.32523323188
2418,264479.47609700833
291,136225.4111597041
18,330688.08806615614
39,388381.28584009304
1001,261297.60376956023
2442,236796.32910679618
616,114126.16423810332
2680,48677.75732152362
1414,109811.71708157228
289,135906.55608092656
40,259368.4810998157
860,130131.09598782018
409,143815.11341149185
673,167540.8428341368
2427,166958.06956315495
2036,222785.80927324283
2564,138609.76758427767
642,192412.1129212993
1008,185133.7153348542
1908,155968.5956289858
2519,235135.7458093079
1369,86600.54452520504
2855,165645.9921065356
712,76342.45535932167
1943,100243.54572673806
1958,124757.59844278696
107,173846.413549855
2295,232085.96716178197
704,97930.93909466139
676,120707.88034211972
259,186654.2382344046
93,288416.6416778931
106,242061.45368569868
2315,181672.20001535898
1050,96269.95595323935
1095,204905.25274241355
2709,143997.9940975468
758,160073.79991036013
1496,162936.0606765909
2370,129239.70399993344
2458,276633.9176300765
2733,141153.52642189723
161,274037.2753408599
726,161710.53532568912
845,217634.1598261065
947,257825.10423142777
2232,119539.87717353238
2563,163515.25309170538
2299,154966.14323674596
211,93754.0383941842
605,166449.45154418482
1478,199293.5126514485
2247,286181.76525711536
2274,221177.24337156618
2869,217219.01875906263
967,217375.59672046348
2656,101829.19545128534
667,234391.1964688351
1042,124892.38483718934
2023,162193.99861648737
2447,375934.28168871894
2055,109837.65720315964
2275,253216.08740590618
2204,159149.02907724085
1563,267197.11944347445
483,240485.8565391061
796,127007.64145381178
1526,134427.70922532037
2042,203986.98556646088
442,375999.09667053295
1693,294624.5277714856
1468,224075.2855903526
1430,172351.47220612515
2605,196343.6501407862
1529,183156.47872727353
335,128232.64250017132
1287,128443.57950205787
31,114726.83987965656
1785,306864.8311143174
82,147708.97199328046
2620,132202.49649550708
252,195425.9389522738
721,52704.806713254075
2165,183785.1084382782
2316,183605.38468602055
775,127174.27211639995
1558,132117.9061431234
17,208660.78747832484
1022,237304.0635634981
925,101873.77078528318
438,278324.1507529119
1270,145580.54579926503
1272,115079.24005752627
215,141341.4643257464
266,227791.48689614853
2402,276462.45840622426
1250,131166.74458437215
1984,127467.49690152297
1279,144461.5584996558
377,263806.8307879922
1252,141410.02107157616
2156,280900.9815441015
499,333312.8570652114
1374,98728.38988428179
2898,270251.9537240026
401,103518.70753522043
2721,171079.88814904157
2078,251740.82785662997
2589,108356.46224040992
1946,240853.01547928818
1334,115415.03875808755
2781,223187.4641401238
431,401079.09556180227
576,227858.9514481678
1474,215169.10025881988
2254,126361.06223529007
2155,283822.82354651915
885,99748.07087063987
643,119988.9003477554
1944,122678.46474258334
480,196028.45747771172
2845,99879.97078140604
2387,293033.6240844064
2407,213821.65541419073
2527,166816.2861209145
2514,156201.27288622956
629,180227.50528893934
80,210857.91421754716
1876,137697.37774155766
1546,120088.81617163413
2518,177140.1746430631
2347,166507.49492069578
783,212209.59572615696
1322,88741.01290348114
194,63479.5897606964
1770,297085.16418170056
2143,138702.91273164877
1229,219090.22348366736
511,288505.10402762133
46,234551.41882323346
1348,174498.1237024042
2465,192799.35158477596
387,233881.36044255353
873,224374.47298783518
1918,117743.91514553281
2764,244070.42708489962
2184,119263.96495306736
934,160213.20222981635
1920,137651.01057601848
2631,153557.7737297198
1768,553720.6858264812
2040,113280.11390149512
1749,215572.47648779245
834,229245.9452185604
1457,240649.00329859357
79,120054.0851836506
2302,107585.2425811839
1817,136851.37493664876
2755,230499.36808878614
359,182693.85350211535
2059,94692.4850814041
2092,247246.9614103596
2516,232483.3689406087
150,111842.83773461787
1656,145671.15612431
83,90831.52642114286
2411,181579.3932841603
795,58339.441645342275
2312,238636.2085254084
2917,86938.55238803371
1624,189365.99880848464
2215,304325.0349867771
1211,160374.54216244782
1485,163272.74910309643
1024,196339.45828904992
570,214878.57828644605
2874,140821.84308899392
700,164639.51398818276
2756,213588.35392744176
2022,181807.83678515337
583,236068.1889974036
2392,370242.53810183133
2424,191623.6170955653
212,170426.09372787492
736,122368.57106421737
1610,177226.2108863903
890,120347.39071851096
467,172287.36624413484
578,229901.614628157
1747,187889.6961070319
1149,171219.70472923957
2758,265296.3757520147
857,116609.33593546099
2219,270220.19135543343
733,105336.6844089214
2909,124722.72144312842
1798,258017.70071303437
235,129393.99649174337
2366,143199.76338641637
1027,126093.00168716756
1195,125369.24833144213
1303,4390.2929123613285
148,202882.10156952904
608,170612.05752825423
2515,189356.0929233589
821,252531.7501178797
2500,253129.9874227388
745,102804.07448726089
741,130464.4583653725
1611,117595.20696159604
2532,115588.43224337616
1081,235022.4843850067
1692,432042.6553290499
2520,198106.88301716105
276,114015.85891865764
1992,131027.8914120394
663,59407.735006778385
418,136129.58502123028
1733,182369.74284206552
2359,143062.58893651643
253,184667.41416408296
1518,182318.35606602824
2035,144362.4323641766
2919,75070.54125784372
1540,235518.44245227135
2120,154734.22839276714
1674,184234.7624572796
256,133426.13254395814
2361,79145.91543769103
978,74027.83658234274
2280,146848.16813036276
2095,225761.8943695553
1709,328148.19415476953
2801,255238.84347369347
1246,82326.5966907636
2373,111483.02777284721
1055,288800.7242693567
2017,116932.64952977758
1099,294557.2527403337
1344,74712.47322692804
835,181643.3987297021
1117,204980.07791992452
2043,75448.07442720106
2085,112960.9716577403
410,160356.30144529406
2650,106266.82067510497
2867,160057.25080913387
1668,110302.3997654008
1161,173985.13636271644
2122,172484.94389632193
2539,139599.07884275995
1047,144026.18557114864
1445,111751.83604846767
541,135565.64920106798
569,222744.28056037647
1276,110917.60230704898
918,131827.87775332306
326,166326.92217969906
1936,112674.27625341446
895,83889.37930895283
257,152047.27365086589
1241,191651.9915509642
1545,115179.71274026216
1189,172576.1833621572
270,157820.9888953535
2066,206734.82281961467
693,107146.41798361961
1259,162234.55641244457
2916,148883.43664963532
2321,268173.8443455278
1977,123898.55560729385
1895,150164.90023276245
1240,163992.56584067654
85,159877.72430813534
1823,135449.1980495426
825,304800.28198772774
110,233976.71855039394
697,116775.82952125964
2297,101034.8493949211
1231,127279.61242102121
1355,134297.67260488926
968,361480.8922012098
584,239185.54073934315
1315,121953.84740280418
1606,150041.1581350126
206,137051.6768817323
1685,365939.3153400478
2016,129121.35554869089
869,212464.9826216324
2135,120271.09025183448
2346,176501.67372530897
2430,234416.30777034222
2198,68859.61548110459
2652,118162.21329682588
27,112923.24350283167
241,171035.33983726555
906,135794.08269596763
1506,104445.07896566216
2098,340145.26544126205
1435,231723.31374989625
2213,107293.30134112167
1274,129343.10612981801
743,67989.91861495457
1737,192173.51432111685
2797,278240.38478699594
2185,68702.67810401495
58,175859.0095412113
830,201442.64875572512
808,125205.20069209707
680,159583.04039718898
1153,116306.56621120486
1291,140839.04251486238
1818,183165.0566058437
2161,186540.695919464
1883,103779.105489815
350,353779.35674424435
2473,151492.04687473283
295,187261.78919658286
293,206484.8749597791
859,112555.02966937714
288,50465.24704525166
1578,143254.22601347708
102,214972.1286615046
2831,173569.4136674361
1030,157715.1061114896
2551,127910.81720714166
1286,147184.66286804958
958,283776.4455805548
776,124069.73956638819
72,231457.95032199787
2263,234802.50029827992
1866,159944.49077124696
2876,51267.553983223974
2146,255202.1664852457
103,187039.4442394484
1500,156599.48943853902
492,181018.47480023198
167,138555.88537983282
2597,113772.5252403781
2685,97094.1656660909
1035,144057.03400722018
1220,32834.53474241402
2602,139442.82672157383
2159,213417.40431513835
695,158015.19979109138
1109,277795.4933325293
640,194396.2978150159
1652,148272.002410147
2090,183730.1731739781
1188,201871.4083987301
2345,236056.21874799288
1059,383509.5271809293
2751,234523.942480598
128,233383.2004795539
1523,174488.504067534
2925,174243.20266284223
2145,310814.6294201702
1121,215208.43092355656
566,296338.6356817655
565,219282.73514032608
1331,133152.47858600935
2928,119540.96264489472
156,128070.58398763824
797,159890.82137560227
327,95144.26537850301
2859,139587.54869647475
1453,104837.04003784095
1762,353011.6130729284
1868,202732.7619244178
1760,180747.03012271214
1113,237585.5446971747
1812,199043.9344190486
117,164345.11904579413
1142,234929.4873927544
2342,375928.77420418325
927,117943.9476885869
2478,191861.70352981344
655,56588.67890209088
2064,106361.96871256724
369,233674.77287297428
2239,109139.8996077698
2732,230543.41602829995
1653,162168.17116449273
959,205247.50239813945
2395,318925.32417261077
1412,116281.98636934476
271,244573.16937340528
1484,164998.91755943035
1497,166116.64626202977
552,175343.00206284656
2,117249.34122224979
1855,316857.7124001536
4,274248.2447116239
2292,175307.97193488467
134,142319.81255043915
646,108506.47611474094
42,302259.33528726816
532,232370.9575348961
713,93784.81508303748
2561,132219.7021660806
2360,117034.25010470941
1333,131590.06463747576
1407,181924.11550529615
2892,291677.2956636817
574,239648.1090091631
1227,203077.3335770265
2591,237825.13795312832
1476,220831.20767137792
1125,265783.12274417665
1446,115290.28192845348
408,108918.3869203123
1101,283135.8054956986
2251,192864.87331010227
373,197990.25040610007
2554,100462.33670916373
2382,267831.53054835007
1985,70740.29389465519
519,224594.94450896757
1093,191463.1680670731
864,249559.57674182917
2889,148135.78093810997
2308,219757.6459561676
986,156255.16363452037
1302,155251.20928912575
585,160006.06484598655
2708,150852.90486367152
147,135730.23173717118
1441,228007.4801568262
383,162132.7050932279
285,162601.35726615216
181,110888.77023926924
358,198452.35236165964
780,175821.6354160119
258,204202.00235549116
1865,243580.1037156406
692,135364.36023039732
2902,326130.0188740435
508,255159.66361949046
2638,141245.1347493591
36,154611.3979093196
611,176113.8787157241
2281,124949.54651481414
1678,126879.77316784149
1696,463940.9453757125
1557,79941.12922037428
2180,161697.93448621628
1726,230897.27880787558
951,141295.97324270068
267,230846.4131297645
2706,135118.7939541185
2221,240762.8476538061
1357,178025.10910230444
2901,310445.6246984418
347,178505.77639957902
2164,201389.72648733237
1586,305794.08474038925
360,152853.7126774647
1769,234933.05621933297
2617,144847.32666824164
1879,148940.99612699484
991,237445.64809892944
1535,106587.68134383636
1191,152478.61051040597
1579,193351.5580929151
1882,137218.64468888904
1510,118847.95505540574
2196,180510.73121838307
1845,192417.00974037324
2336,317395.93915345205
942,89178.07941006834
861,120164.59971900692
2555,94738.84724910103
1392,167628.2934117542
2099,255810.16857664695
1543,133434.63574732828
948,291182.19408897834
1239,176544.94239593728
22,188879.88464199018
2796,255414.62528285373
2747,183727.9596785981
92,284449.05063251744
210,174273.54609910643
1858,235348.51856016892
2228,179681.6742211486
447,233786.60099555238
827,256375.56405239704
1649,229153.2016754042
682,135063.092986612
2698,111370.36832301959
494,168494.670779443
214,107493.26639277709
2441,235643.36511739332
2679,103454.56090725504
1336,110941.53843637195
465,184112.66714953317
1524,127434.02637620654
2543,112003.32460937614
631,130259.70118340093
2452,299137.69206988055
228,154948.3082088494
126,188068.2259422097
1092,238868.74495956732
1122,198921.10178405128
932,233842.54174286232
1980,79322.17202415096
2171,97199.59569153131
551,145902.9017448168
2768,180672.3274870905
2056,104603.09221489273
1159,342607.5643996523
2645,135457.60588976566
1174,184588.88886047213
2266,214474.29366241058
2462,363352.75566832663
1219,141903.64123710094
2922,205745.62990248844
118,146170.89230275608
474,171472.82887295273
2576,158192.28915643122
872,282095.8451847703
1077,233528.8094595814
1536,138147.1314769407
1150,118870.66918618826
2341,296968.76044151175
1931,136664.6782718267
2785,121067.24467565597
2538,128029.7592632476
597,221257.6572579852
464,217816.58156242257
233,244624.22061326785
2169,126813.88885287114
2123,169806.25212619465
1867,180330.45789571654
137,269158.35560707154
515,240815.73181328468
933,123109.82433822018
2784,157026.65161897696
972,181207.4913870137
599,155516.68401647976
2614,115388.77997198503
2582,156778.60530588485
1409,148912.37976456003
175,84003.87120913796
352,216959.45955238224
976,89609.70458864223
2134,189732.31740732456
984,105858.12875823036
2396,354694.96993505035
1673,150952.37335263903
404,154262.218270162
607,168653.79820267332
814,195411.86694235925
868,190097.15032808634
2271,188887.4344021444
1633,241406.41605056485
337,189099.5355238627
2765,181704.11061579396
1746,251267.56533561216
368,294229.8144655562
2806,222550.70662916766
1662,196799.08971460897
1234,216944.85695391393
1373,129026.85426558612
1672,109707.18364533049
1939,129960.94813447644
